0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Tempo, 545454
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 1, End_track
2, 0, Start_track
2, 0, Title_t, "TD-30 #9 Djembe"
2, 0, Program_c, 9, 0
2, 0, Control_c, 9, 4, 83
2, 33, Control_c, 9, 16, 0
2, 33, Note_on_c, 9, 40, 70
2, 122, Note_on_c, 9, 40, 0
2, 265, Control_c, 9, 16, 0
2, 265, Note_on_c, 9, 40, 62
2, 354, Note_on_c, 9, 40, 0
2, 511, Control_c, 9, 4, 88
2, 529, Note_on_c, 9, 36, 76
2, 600, Control_c, 9, 4, 73
2, 617, Note_on_c, 9, 36, 0
2, 636, Control_c, 9, 4, 67
2, 676, Control_c, 9, 4, 0
2, 739, Control_c, 9, 4, 34
2, 747, Note_on_c, 9, 44, 113
2, 770, Control_c, 9, 4, 100
2, 801, Control_c, 9, 4, 90
2, 835, Note_on_c, 9, 44, 0
2, 836, Control_c, 9, 4, 83
2, 889, Control_c, 9, 4, 79
2, 943, Control_c, 9, 4, 85
2, 984, Control_c, 9, 16, 76
2, 985, Note_on_c, 9, 40, 77
2, 986, Control_c, 9, 4, 80
2, 1073, Note_on_c, 9, 40, 0
2, 1164, Control_c, 9, 4, 76
2, 1330, Note_on_c, 9, 48, 52
2, 1418, Note_on_c, 9, 48, 0
2, 1447, Control_c, 9, 16, 0
2, 1448, Note_on_c, 9, 38, 61
2, 1535, Note_on_c, 9, 38, 0
2, 1551, Control_c, 9, 18, 0
2, 1552, Note_on_c, 9, 48, 54
2, 1640, Note_on_c, 9, 48, 0
2, 1691, Note_on_c, 9, 38, 35
2, 1780, Note_on_c, 9, 38, 0
2, 1834, Control_c, 9, 16, 0
2, 1835, Note_on_c, 9, 38, 30
2, 1923, Note_on_c, 9, 38, 0
2, 1924, Control_c, 9, 16, 56
2, 1925, Note_on_c, 9, 40, 70
2, 2013, Note_on_c, 9, 40, 0
2, 2163, Note_on_c, 9, 45, 58
2, 2251, Note_on_c, 9, 45, 0
2, 2386, Control_c, 9, 4, 88
2, 2416, Note_on_c, 9, 36, 99
2, 2487, Control_c, 9, 4, 74
2, 2505, Note_on_c, 9, 36, 0
2, 2531, Control_c, 9, 4, 60
2, 2562, Control_c, 9, 4, 0
2, 2629, Control_c, 9, 4, 0
2, 2630, Note_on_c, 9, 46, 7
2, 2649, Note_on_c, 9, 44, 113
2, 2664, Control_c, 9, 4, 102
2, 2704, Control_c, 9, 4, 90
2, 2718, Note_on_c, 9, 46, 0
2, 2736, Control_c, 9, 4, 83
2, 2738, Note_on_c, 9, 44, 0
2, 2856, Control_c, 9, 4, 87
2, 2892, Control_c, 9, 4, 83
2, 3127, Control_c, 9, 16, 0
2, 3128, Note_on_c, 9, 40, 76
2, 3136, Control_c, 9, 4, 89
2, 3208, Control_c, 9, 4, 82
2, 3215, Note_on_c, 9, 40, 0
2, 3262, Control_c, 9, 4, 65
2, 3303, Control_c, 9, 4, 0
2, 3350, Control_c, 9, 4, 17
2, 3361, Note_on_c, 9, 44, 100
2, 3383, Control_c, 9, 4, 100
2, 3408, Note_on_c, 9, 49, 7
2, 3416, Control_c, 9, 4, 94
2, 3450, Note_on_c, 9, 44, 0
2, 3459, Control_c, 9, 4, 83
2, 3497, Note_on_c, 9, 49, 0
2, 3512, Control_c, 9, 4, 79
2, 3569, Control_c, 9, 4, 87
2, 3712, Control_c, 9, 4, 82
2, 3752, Control_c, 9, 4, 60
2, 3787, Control_c, 9, 4, 0
2, 3830, Control_c, 9, 4, 33
2, 3839, Note_on_c, 9, 44, 93
2, 3847, Note_on_c, 9, 48, 58
2, 3863, Control_c, 9, 4, 102
2, 3893, Control_c, 9, 4, 91
2, 3927, Note_on_c, 9, 44, 0
2, 3928, Control_c, 9, 4, 83
2, 3935, Note_on_c, 9, 48, 0
2, 4031, Control_c, 9, 4, 88
2, 4072, Note_on_c, 9, 48, 60
2, 4084, Control_c, 9, 4, 83
2, 4160, Note_on_c, 9, 48, 0
2, 4313, Note_on_c, 9, 36, 86
2, 4316, Control_c, 9, 4, 88
2, 4402, Note_on_c, 9, 36, 0
2, 4409, Control_c, 9, 4, 81
2, 4447, Control_c, 9, 4, 69
2, 4489, Control_c, 9, 4, 0
2, 4564, Note_on_c, 9, 44, 113
2, 4571, Control_c, 9, 4, 108
2, 4609, Control_c, 9, 4, 94
2, 4609, Note_on_c, 9, 49, 7
2, 4652, Note_on_c, 9, 44, 0
2, 4653, Control_c, 9, 4, 82
2, 4698, Note_on_c, 9, 49, 0
2, 4714, Control_c, 9, 4, 77
2, 4775, Control_c, 9, 4, 84
2, 5025, Control_c, 9, 16, 126
2, 5026, Note_on_c, 9, 40, 69
2, 5068, Control_c, 9, 4, 89
2, 5114, Note_on_c, 9, 40, 0
2, 5157, Control_c, 9, 4, 76
2, 5201, Control_c, 9, 4, 59
2, 5232, Control_c, 9, 4, 0
2, 5296, Note_on_c, 9, 44, 106
2, 5310, Control_c, 9, 4, 102
2, 5350, Control_c, 9, 4, 92
2, 5383, Control_c, 9, 4, 85
2, 5384, Note_on_c, 9, 44, 0
2, 5429, Control_c, 9, 4, 81
2, 5487, Control_c, 9, 4, 88
2, 5607, Control_c, 9, 4, 82
2, 5644, Control_c, 9, 4, 70
2, 5692, Control_c, 9, 4, 0
2, 5756, Control_c, 9, 4, 33
2, 5764, Note_on_c, 9, 44, 113
2, 5779, Control_c, 9, 18, 0
2, 5780, Note_on_c, 9, 48, 58
2, 5786, Control_c, 9, 4, 100
2, 5818, Control_c, 9, 4, 92
2, 5853, Note_on_c, 9, 44, 0
2, 5854, Control_c, 9, 4, 84
2, 5868, Note_on_c, 9, 48, 0
2, 5898, Control_c, 9, 4, 79
2, 5968, Control_c, 9, 4, 89
2, 6000, Control_c, 9, 4, 85
2, 6011, Note_on_c, 9, 48, 62
